store,type,department,date,weekly_sales,is_holiday,temperature_c,fuel_price_usd_per_l,unemployment
6,A,28,05/02/2018,1190.89,FALSE,4.683333333,0.679450839,7.259
6,A,28,05/03/2018,1101.89,FALSE,9.794444444,0.693451964,7.259
6,A,28,02/04/2018,855.15,FALSE,18.3,0.718284149,7.092
6,A,28,07/05/2018,694.54,FALSE,23.15555556,0.748928121,7.092
6,A,28,04/06/2018,546.92,FALSE,26.35555556,0.714585738,7.092
6,A,28,02/07/2018,255.22,FALSE,26.85555556,0.70507554,6.973
6,A,28,06/08/2018,316.45,FALSE,30.33888889,0.693980309,6.973
6,A,28,03/09/2018,383.37,FALSE,27.86111111,0.6807717,6.973
6,A,28,01/10/2018,663.44,FALSE,21.49444444,0.687640176,7.007
6,A,28,05/11/2018,879.34,FALSE,15.5,0.710358984,7.007
6,A,28,03/12/2018,767.5,FALSE,11.27777778,0.715378255,7.007
6,A,28,07/01/2019,594.36,FALSE,8.766666667,0.786176398,6.858
6,A,29,05/02/2018,9397.08,FALSE,4.683333333,0.679450839,7.259
6,A,29,05/03/2018,6333.13,FALSE,9.794444444,0.693451964,7.259
6,A,29,02/04/2018,6405,FALSE,18.3,0.718284149,7.092
6,A,29,07/05/2018,6448.56,FALSE,23.15555556,0.748928121,7.092
6,A,29,04/06/2018,6970,FALSE,26.35555556,0.714585738,7.092
6,A,29,02/07/2018,7503.5,FALSE,26.85555556,0.70507554,6.973
6,A,29,06/08/2018,7081.11,FALSE,30.33888889,0.693980309,6.973
6,A,29,03/09/2018,5416.34,FALSE,27.86111111,0.6807717,6.973
6,A,29,01/10/2018,5372.56,FALSE,21.49444444,0.687640176,7.007
6,A,29,05/11/2018,7249.67,FALSE,15.5,0.710358984,7.007
6,A,29,03/12/2018,8222.7,FALSE,11.27777778,0.715378255,7.007
6,A,29,07/01/2019,5831.2,FALSE,8.766666667,0.786176398,6.858
6,A,30,05/02/2018,5952.4,FALSE,4.683333333,0.679450839,7.259
6,A,30,05/03/2018,5128.88,FALSE,9.794444444,0.693451964,7.259
6,A,30,02/04/2018,5326,FALSE,18.3,0.718284149,7.092
6,A,30,07/05/2018,6214.74,FALSE,23.15555556,0.748928121,7.092
6,A,30,04/06/2018,6099.38,FALSE,26.35555556,0.714585738,7.092
6,A,30,02/07/2018,5435.02,FALSE,26.85555556,0.70507554,6.973
6,A,30,06/08/2018,5989.93,FALSE,30.33888889,0.693980309,6.973
6,A,30,03/09/2018,4825.18,FALSE,27.86111111,0.6807717,6.973
6,A,30,01/10/2018,3878.24,FALSE,21.49444444,0.687640176,7.007
6,A,30,05/11/2018,5099.3,FALSE,15.5,0.710358984,7.007
6,A,30,03/12/2018,4349.06,FALSE,11.27777778,0.715378255,7.007
6,A,30,07/01/2019,4233.64,FALSE,8.766666667,0.786176398,6.858
6,A,31,05/02/2018,2662,FALSE,4.683333333,0.679450839,7.259
6,A,31,05/03/2018,2781.64,FALSE,9.794444444,0.693451964,7.259
6,A,31,02/04/2018,2308.38,FALSE,18.3,0.718284149,7.092
6,A,31,07/05/2018,2415.16,FALSE,23.15555556,0.748928121,7.092
6,A,31,04/06/2018,2551.3,FALSE,26.35555556,0.714585738,7.092
6,A,31,02/07/2018,2849.6,FALSE,26.85555556,0.70507554,6.973
6,A,31,06/08/2018,4979.56,FALSE,30.33888889,0.693980309,6.973
6,A,31,03/09/2018,2658,FALSE,27.86111111,0.6807717,6.973
6,A,31,01/10/2018,1987.21,FALSE,21.49444444,0.687640176,7.007
6,A,31,05/11/2018,3275.8,FALSE,15.5,0.710358984,7.007
6,A,31,03/12/2018,4050.3,FALSE,11.27777778,0.715378255,7.007
6,A,31,07/01/2019,2407.1,FALSE,8.766666667,0.786176398,6.858
6,A,32,05/02/2018,13871.9,FALSE,4.683333333,0.679450839,7.259
6,A,32,05/03/2018,10475.97,FALSE,9.794444444,0.693451964,7.259
6,A,32,02/04/2018,10816.26,FALSE,18.3,0.718284149,7.092
6,A,32,07/05/2018,11996.08,FALSE,23.15555556,0.748928121,7.092
6,A,32,04/06/2018,11419.53,FALSE,26.35555556,0.714585738,7.092
6,A,32,02/07/2018,10980.65,FALSE,26.85555556,0.70507554,6.973
6,A,32,06/08/2018,11274.93,FALSE,30.33888889,0.693980309,6.973
6,A,32,03/09/2018,9178.03,FALSE,27.86111111,0.6807717,6.973
6,A,32,01/10/2018,8975.96,FALSE,21.49444444,0.687640176,7.007
6,A,32,05/11/2018,9777.5,FALSE,15.5,0.710358984,7.007
6,A,32,03/12/2018,15388.82,FALSE,11.27777778,0.715378255,7.007
6,A,32,07/01/2019,7186.65,FALSE,8.766666667,0.786176398,6.858
6,A,33,05/02/2018,9161.01,FALSE,4.683333333,0.679450839,7.259
6,A,33,05/03/2018,7069.8,FALSE,9.794444444,0.693451964,7.259
6,A,33,02/04/2018,9429.92,FALSE,18.3,0.718284149,7.092
6,A,33,07/05/2018,6466.75,FALSE,23.15555556,0.748928121,7.092
6,A,33,04/06/2018,8974.75,FALSE,26.35555556,0.714585738,7.092
6,A,33,02/07/2018,6230.75,FALSE,26.85555556,0.70507554,6.973
6,A,33,06/08/2018,9776.22,FALSE,30.33888889,0.693980309,6.973
6,A,33,03/09/2018,4020.96,FALSE,27.86111111,0.6807717,6.973
6,A,33,01/10/2018,4860.99,FALSE,21.49444444,0.687640176,7.007
6,A,33,05/11/2018,8302.83,FALSE,15.5,0.710358984,7.007
6,A,33,03/12/2018,10715.14,FALSE,11.27777778,0.715378255,7.007
6,A,33,07/01/2019,3694.14,FALSE,8.766666667,0.786176398,6.858
6,A,34,05/02/2018,19745.03,FALSE,4.683333333,0.679450839,7.259
6,A,34,05/03/2018,20451.96,FALSE,9.794444444,0.693451964,7.259
6,A,34,02/04/2018,24939.36,FALSE,18.3,0.718284149,7.092
6,A,34,07/05/2018,22292.49,FALSE,23.15555556,0.748928121,7.092
6,A,34,04/06/2018,27599.07,FALSE,26.35555556,0.714585738,7.092
6,A,34,02/07/2018,20711.15,FALSE,26.85555556,0.70507554,6.973
6,A,34,06/08/2018,17304.64,FALSE,30.33888889,0.693980309,6.973
6,A,34,03/09/2018,14820.16,FALSE,27.86111111,0.6807717,6.973
6,A,34,01/10/2018,14732.99,FALSE,21.49444444,0.687640176,7.007
6,A,34,05/11/2018,17639.5,FALSE,15.5,0.710358984,7.007
6,A,34,03/12/2018,16270,FALSE,11.27777778,0.715378255,7.007
6,A,34,07/01/2019,13001,FALSE,8.766666667,0.786176398,6.858
6,A,35,05/02/2018,4091,FALSE,4.683333333,0.679450839,7.259
6,A,35,05/03/2018,3928,FALSE,9.794444444,0.693451964,7.259
6,A,35,02/04/2018,4280,FALSE,18.3,0.718284149,7.092
6,A,35,07/05/2018,3831,FALSE,23.15555556,0.748928121,7.092
6,A,35,04/06/2018,4704,FALSE,26.35555556,0.714585738,7.092
6,A,35,02/07/2018,4609,FALSE,26.85555556,0.70507554,6.973
6,A,35,06/08/2018,3569,FALSE,30.33888889,0.693980309,6.973
6,A,35,03/09/2018,1952.11,FALSE,27.86111111,0.6807717,6.973
6,A,35,01/10/2018,2452,FALSE,21.49444444,0.687640176,7.007
6,A,35,05/11/2018,3801,FALSE,15.5,0.710358984,7.007
6,A,35,03/12/2018,3662,FALSE,11.27777778,0.715378255,7.007
6,A,35,07/01/2019,2394,FALSE,8.766666667,0.786176398,6.858
6,A,36,05/02/2018,108,FALSE,4.683333333,0.679450839,7.259
6,A,36,05/03/2018,722.5,FALSE,9.794444444,0.693451964,7.259
6,A,36,02/04/2018,4126.5,FALSE,18.3,0.718284149,7.092
6,A,36,07/05/2018,5465.5,FALSE,23.15555556,0.748928121,7.092
6,A,36,04/06/2018,13825,FALSE,26.35555556,0.714585738,7.092
6,A,36,02/07/2018,7520.5,FALSE,26.85555556,0.70507554,6.973
6,A,36,06/08/2018,3947,FALSE,30.33888889,0.693980309,6.973
6,A,36,03/09/2018,1062,FALSE,27.86111111,0.6807717,6.973
6,A,36,01/10/2018,1041.5,FALSE,21.49444444,0.687640176,7.007
6,A,36,05/11/2018,1798,FALSE,15.5,0.710358984,7.007
6,A,36,03/12/2018,2490,FALSE,11.27777778,0.715378255,7.007
6,A,36,07/01/2019,906,FALSE,8.766666667,0.786176398,6.858
6,A,37,05/02/2018,5165.01,FALSE,4.683333333,0.679450839,7.259
6,A,37,05/03/2018,4717.84,FALSE,9.794444444,0.693451964,7.259
6,A,37,02/04/2018,4802.15,FALSE,18.3,0.718284149,7.092
6,A,37,07/05/2018,4296.18,FALSE,23.15555556,0.748928121,7.092
6,A,37,04/06/2018,4728.42,FALSE,26.35555556,0.714585738,7.092
6,A,37,02/07/2018,4467.7,FALSE,26.85555556,0.70507554,6.973
6,A,37,06/08/2018,3763.78,FALSE,30.33888889,0.693980309,6.973
6,A,37,03/09/2018,3816.03,FALSE,27.86111111,0.6807717,6.973
6,A,37,01/10/2018,3487.44,FALSE,21.49444444,0.687640176,7.007
6,A,37,05/11/2018,4108.85,FALSE,15.5,0.710358984,7.007
6,A,37,03/12/2018,3844.66,FALSE,11.27777778,0.715378255,7.007
6,A,37,07/01/2019,3306.84,FALSE,8.766666667,0.786176398,6.858
6,A,38,05/02/2018,100213.47,FALSE,4.683333333,0.679450839,7.259
6,A,38,05/03/2018,119812.38,FALSE,9.794444444,0.693451964,7.259
6,A,38,02/04/2018,93885.24,FALSE,18.3,0.718284149,7.092
6,A,38,07/05/2018,95113.12,FALSE,23.15555556,0.748928121,7.092
6,A,38,04/06/2018,89976.92,FALSE,26.35555556,0.714585738,7.092
6,A,38,02/07/2018,96469.68,FALSE,26.85555556,0.70507554,6.973
6,A,38,06/08/2018,94453.34,FALSE,30.33888889,0.693980309,6.973
6,A,38,03/09/2018,73858.57,FALSE,27.86111111,0.6807717,6.973
6,A,38,01/10/2018,74960.52,FALSE,21.49444444,0.687640176,7.007
6,A,38,05/11/2018,78426.79,FALSE,15.5,0.710358984,7.007
6,A,38,03/12/2018,85323.2,FALSE,11.27777778,0.715378255,7.007
6,A,38,07/01/2019,101194.55,FALSE,8.766666667,0.786176398,6.858
6,A,40,05/02/2018,73635.52,FALSE,4.683333333,0.679450839,7.259
6,A,40,05/03/2018,76378.94,FALSE,9.794444444,0.693451964,7.259
6,A,40,02/04/2018,69294.13,FALSE,18.3,0.718284149,7.092
6,A,40,07/05/2018,65750.48,FALSE,23.15555556,0.748928121,7.092
6,A,40,04/06/2018,73727.06,FALSE,26.35555556,0.714585738,7.092
6,A,40,02/07/2018,66105.2,FALSE,26.85555556,0.70507554,6.973
6,A,40,06/08/2018,66662.46,FALSE,30.33888889,0.693980309,6.973
6,A,40,03/09/2018,60860.34,FALSE,27.86111111,0.6807717,6.973
6,A,40,01/10/2018,59908.69,FALSE,21.49444444,0.687640176,7.007
6,A,40,05/11/2018,65906.91,FALSE,15.5,0.710358984,7.007
6,A,40,03/12/2018,70540.5,FALSE,11.27777778,0.715378255,7.007
6,A,40,07/01/2019,69679.85,FALSE,8.766666667,0.786176398,6.858
6,A,41,05/02/2018,1630.74,FALSE,4.683333333,0.679450839,7.259
6,A,41,05/03/2018,1096,FALSE,9.794444444,0.693451964,7.259
6,A,41,02/04/2018,1241,FALSE,18.3,0.718284149,7.092
6,A,41,07/05/2018,947,FALSE,23.15555556,0.748928121,7.092
6,A,41,04/06/2018,973,FALSE,26.35555556,0.714585738,7.092
6,A,41,02/07/2018,1132.83,FALSE,26.85555556,0.70507554,6.973
6,A,41,06/08/2018,2320,FALSE,30.33888889,0.693980309,6.973
6,A,41,03/09/2018,7864.5,FALSE,27.86111111,0.6807717,6.973
6,A,41,01/10/2018,4949,FALSE,21.49444444,0.687640176,7.007
6,A,41,05/11/2018,4835,FALSE,15.5,0.710358984,7.007
6,A,41,03/12/2018,4322,FALSE,11.27777778,0.715378255,7.007
6,A,41,07/01/2019,1707,FALSE,8.766666667,0.786176398,6.858
6,A,42,05/02/2018,8163.79,FALSE,4.683333333,0.679450839,7.259
6,A,42,05/03/2018,9157.52,FALSE,9.794444444,0.693451964,7.259
6,A,42,02/04/2018,10768.67,FALSE,18.3,0.718284149,7.092
6,A,42,07/05/2018,9590.65,FALSE,23.15555556,0.748928121,7.092
6,A,42,04/06/2018,10270.33,FALSE,26.35555556,0.714585738,7.092
6,A,42,02/07/2018,9476.18,FALSE,26.85555556,0.70507554,6.973
6,A,42,06/08/2018,10339.22,FALSE,30.33888889,0.693980309,6.973
6,A,42,03/09/2018,9918.55,FALSE,27.86111111,0.6807717,6.973
6,A,42,01/10/2018,8876.92,FALSE,21.49444444,0.687640176,7.007
6,A,42,05/11/2018,8723.65,FALSE,15.5,0.710358984,7.007
6,A,42,03/12/2018,8893.47,FALSE,11.27777778,0.715378255,7.007
6,A,42,07/01/2019,7950.62,FALSE,8.766666667,0.786176398,6.858
6,A,44,05/02/2018,8361.32,FALSE,4.683333333,0.679450839,7.259
6,A,44,05/03/2018,6761.82,FALSE,9.794444444,0.693451964,7.259
6,A,44,02/04/2018,8093.37,FALSE,18.3,0.718284149,7.092
6,A,44,07/05/2018,8451.68,FALSE,23.15555556,0.748928121,7.092
6,A,44,04/06/2018,7906.97,FALSE,26.35555556,0.714585738,7.092
6,A,44,02/07/2018,7661.24,FALSE,26.85555556,0.70507554,6.973
6,A,44,06/08/2018,7362.6,FALSE,30.33888889,0.693980309,6.973
6,A,44,03/09/2018,6582.57,FALSE,27.86111111,0.6807717,6.973
6,A,44,01/10/2018,8004.01,FALSE,21.49444444,0.687640176,7.007
6,A,44,05/11/2018,7161.75,FALSE,15.5,0.710358984,7.007
6,A,44,03/12/2018,9546.03,FALSE,11.27777778,0.715378255,7.007
6,A,44,07/01/2019,4594.6,FALSE,8.766666667,0.786176398,6.858
6,A,45,05/02/2018,24.62,FALSE,4.683333333,0.679450839,7.259
6,A,45,05/03/2018,47,FALSE,9.794444444,0.693451964,7.259
6,A,45,02/04/2018,32,FALSE,18.3,0.718284149,7.092
6,A,45,07/05/2018,13.84,FALSE,23.15555556,0.748928121,7.092
6,A,45,04/06/2018,131,FALSE,26.35555556,0.714585738,7.092
6,A,45,23/07/2018,170.72,FALSE,28.83333333,0.688961037,6.973
6,A,45,06/08/2018,34.41,FALSE,30.33888889,0.693980309,6.973
6,A,45,03/09/2018,11.47,FALSE,27.86111111,0.6807717,6.973
6,A,45,01/10/2018,35,FALSE,21.49444444,0.687640176,7.007
6,A,45,05/11/2018,26.44,FALSE,15.5,0.710358984,7.007
6,A,45,03/12/2018,-11.96,FALSE,11.27777778,0.715378255,7.007
6,A,45,07/01/2019,34.41,FALSE,8.766666667,0.786176398,6.858
6,A,46,05/02/2018,27470.39,FALSE,4.683333333,0.679450839,7.259
6,A,46,05/03/2018,28217.09,FALSE,9.794444444,0.693451964,7.259
6,A,46,02/04/2018,32869.94,FALSE,18.3,0.718284149,7.092
6,A,46,07/05/2018,30700.38,FALSE,23.15555556,0.748928121,7.092
6,A,46,04/06/2018,41518.7,FALSE,26.35555556,0.714585738,7.092
6,A,46,02/07/2018,33388.36,FALSE,26.85555556,0.70507554,6.973
6,A,46,06/08/2018,30508.45,FALSE,30.33888889,0.693980309,6.973
6,A,46,03/09/2018,25570.45,FALSE,27.86111111,0.6807717,6.973
6,A,46,01/10/2018,20724.58,FALSE,21.49444444,0.687640176,7.007
6,A,46,05/11/2018,24082.31,FALSE,15.5,0.710358984,7.007
6,A,46,03/12/2018,30301.92,FALSE,11.27777778,0.715378255,7.007
6,A,46,07/01/2019,22326.99,FALSE,8.766666667,0.786176398,6.858
6,A,47,05/02/2018,-59,FALSE,4.683333333,0.679450839,7.259
6,A,47,12/03/2018,60,FALSE,14.9,0.704547196,7.259
6,A,47,30/04/2018,-698,FALSE,20.50555556,0.734398652,7.092
6,A,47,18/06/2018,98,FALSE,28.82777778,0.69662203,7.092
6,A,47,06/08/2018,40,FALSE,30.33888889,0.693980309,6.973
6,A,47,07/10/2019,-298,FALSE,23.38888889,0.867805601,6.551
6,A,47,16/12/2019,198,FALSE,11.81666667,0.834519907,6.551
6,A,47,13/01/2020,-33.42,FALSE,9.072222222,0.861465469,6.132
6,A,47,21/09/2020,389,FALSE,21.56111111,0.98298467,5.668
6,A,48,05/02/2018,2893,FALSE,4.683333333,0.679450839,7.259
6,A,48,05/03/2018,530,FALSE,9.794444444,0.693451964,7.259
6,A,48,02/04/2018,127,FALSE,18.3,0.718284149,7.092
6,A,48,14/05/2018,591,FALSE,23.86111111,0.753947393,7.092
6,A,48,04/06/2018,671,FALSE,26.35555556,0.714585738,7.092
6,A,48,02/07/2018,818,FALSE,26.85555556,0.70507554,6.973
6,A,48,06/08/2018,187,FALSE,30.33888889,0.693980309,6.973
6,A,48,03/09/2018,1785,FALSE,27.86111111,0.6807717,6.973
6,A,48,01/10/2018,2011,FALSE,21.49444444,0.687640176,7.007
6,A,48,05/11/2018,2439,FALSE,15.5,0.710358984,7.007
6,A,48,03/12/2018,1278,FALSE,11.27777778,0.715378255,7.007
6,A,48,07/01/2019,773,FALSE,8.766666667,0.786176398,6.858
6,A,49,05/02/2018,14727.18,FALSE,4.683333333,0.679450839,7.259
6,A,49,05/03/2018,18913.33,FALSE,9.794444444,0.693451964,7.259
6,A,49,02/04/2018,12007.04,FALSE,18.3,0.718284149,7.092
6,A,49,07/05/2018,12412.39,FALSE,23.15555556,0.748928121,7.092
6,A,49,04/06/2018,12059.11,FALSE,26.35555556,0.714585738,7.092
6,A,49,02/07/2018,13648.79,FALSE,26.85555556,0.70507554,6.973
6,A,49,06/08/2018,13278.15,FALSE,30.33888889,0.693980309,6.973
6,A,49,03/09/2018,12496.44,FALSE,27.86111111,0.6807717,6.973
6,A,49,01/10/2018,14135.05,FALSE,21.49444444,0.687640176,7.007
6,A,49,05/11/2018,14563.19,FALSE,15.5,0.710358984,7.007
6,C,49,03/12/2018,11051.9,FALSE,11.27777778,0.715378255,7.007
6,A,49,07/01/2019,12062.86,FALSE,8.766666667,0.786176398,6.858
6,A,51,05/02/2018,29.32,FALSE,4.683333333,0.679450839,7.259
6,A,51,05/03/2018,22,FALSE,9.794444444,0.693451964,7.259
6,A,51,02/04/2018,2,FALSE,18.3,0.718284149,7.092
6,A,52,05/02/2018,5133.68,FALSE,4.683333333,0.679450839,7.259
6,A,52,05/03/2018,4439.67,FALSE,9.794444444,0.693451964,7.259
6,A,52,02/04/2018,4668.68,FALSE,18.3,0.718284149,7.092
6,A,52,07/05/2018,5505.7,FALSE,23.15555556,0.748928121,7.092
6,A,52,04/06/2018,3326.41,FALSE,26.35555556,0.714585738,7.092
6,A,52,02/07/2018,4688.67,FALSE,26.85555556,0.70507554,6.973
6,A,52,06/08/2018,3993.02,FALSE,30.33888889,0.693980309,6.973
6,A,52,03/09/2018,2731.6,FALSE,27.86111111,0.6807717,6.973
6,A,52,01/10/2018,4706.34,FALSE,21.49444444,0.687640176,7.007
6,A,52,05/11/2018,3918.08,FALSE,15.5,0.710358984,7.007
6,A,52,03/12/2018,5378.32,FALSE,11.27777778,0.715378255,7.007
6,A,52,07/01/2019,3334.97,FALSE,8.766666667,0.786176398,6.858
6,A,54,05/02/2018,129,FALSE,4.683333333,0.679450839,7.259
6,A,54,05/03/2018,321,FALSE,9.794444444,0.693451964,7.259
6,A,54,02/04/2018,178.5,FALSE,18.3,0.718284149,7.092
6,A,54,07/05/2018,291,FALSE,23.15555556,0.748928121,7.092
6,A,54,04/06/2018,471.94,FALSE,26.35555556,0.714585738,7.092
6,A,54,02/07/2018,68,FALSE,26.85555556,0.70507554,6.973
6,A,54,06/08/2018,236,FALSE,30.33888889,0.693980309,6.973
6,A,54,03/09/2018,185,FALSE,27.86111111,0.6807717,6.973
6,A,54,01/10/2018,200.5,FALSE,21.49444444,0.687640176,7.007
6,A,54,05/11/2018,70.92,FALSE,15.5,0.710358984,7.007
6,A,54,03/12/2018,195.68,FALSE,11.27777778,0.715378255,7.007
6,A,54,07/01/2019,-8,FALSE,8.766666667,0.786176398,6.858
6,A,55,05/02/2018,26380.77,FALSE,4.683333333,0.679450839,7.259
6,A,55,05/03/2018,20315.55,FALSE,9.794444444,0.693451964,7.259
6,A,55,02/04/2018,18732.99,FALSE,18.3,0.718284149,7.092
6,A,55,07/05/2018,15603.86,FALSE,23.15555556,0.748928121,7.092
6,A,55,04/06/2018,19417.05,FALSE,26.35555556,0.714585738,7.092
6,A,55,02/07/2018,22506.24,FALSE,26.85555556,0.70507554,6.973
6,A,55,06/08/2018,16542.45,FALSE,30.33888889,0.693980309,6.973
6,C,55,03/09/2018,13402.4,FALSE,27.86111111,0.6807717,6.973
6,A,55,01/10/2018,13918.32,FALSE,21.49444444,0.687640176,7.007
6,A,55,05/11/2018,13901.18,FALSE,15.5,0.710358984,7.007
6,C,55,03/12/2018,28998.03,FALSE,11.27777778,0.715378255,7.007
6,A,55,07/01/2019,16048.32,FALSE,8.766666667,0.786176398,6.858
6,C,56,05/02/2018,3085.13,FALSE,4.683333333,0.679450839,7.259
6,A,56,05/03/2018,10654.15,FALSE,9.794444444,0.693451964,7.259
6,A,56,02/04/2018,24194.59,FALSE,18.3,0.718284149,7.092
6,A,56,07/05/2018,17958.62,FALSE,23.15555556,0.748928121,7.092
6,C,56,04/06/2018,7515.9,FALSE,26.35555556,0.714585738,7.092
6,A,56,02/07/2018,4149.2,FALSE,26.85555556,0.70507554,6.973
6,A,56,06/08/2018,1639.7,FALSE,30.33888889,0.693980309,6.973
6,A,56,03/09/2018,2172.08,FALSE,27.86111111,0.6807717,6.973
6,A,56,01/10/2018,2889.15,FALSE,21.49444444,0.687640176,7.007
6,A,56,05/11/2018,2320.87,FALSE,15.5,0.710358984,7.007
6,A,56,03/12/2018,9124.38,FALSE,11.27777778,0.715378255,7.007
6,A,56,07/01/2019,990.77,FALSE,8.766666667,0.786176398,6.858
6,A,58,05/02/2018,3322,FALSE,4.683333333,0.679450839,7.259
6,A,58,05/03/2018,4086,FALSE,9.794444444,0.693451964,7.259
6,A,58,02/04/2018,860,FALSE,18.3,0.718284149,7.092
6,A,58,07/05/2018,2146,FALSE,23.15555556,0.748928121,7.092
6,A,58,04/06/2018,3048,FALSE,26.35555556,0.714585738,7.092
6,A,58,02/07/2018,1195,FALSE,26.85555556,0.70507554,6.973
6,A,58,06/08/2018,1936,FALSE,30.33888889,0.693980309,6.973
6,A,58,03/09/2018,1945,FALSE,27.86111111,0.6807717,6.973
6,A,58,01/10/2018,3805,FALSE,21.49444444,0.687640176,7.007
6,A,58,05/11/2018,5152,FALSE,15.5,0.710358984,7.007
6,A,58,03/12/2018,3843,FALSE,11.27777778,0.715378255,7.007
6,A,58,07/01/2019,1265,FALSE,8.766666667,0.786176398,6.858
6,A,59,05/02/2018,1170.91,FALSE,4.683333333,0.679450839,7.259
6,A,59,05/03/2018,1114.81,FALSE,9.794444444,0.693451964,7.259
6,C,59,02/04/2018,925.46,FALSE,18.3,0.718284149,7.092
6,A,59,07/05/2018,900.63,FALSE,23.15555556,0.748928121,7.092
6,A,59,04/06/2018,988.27,FALSE,26.35555556,0.714585738,7.092
6,A,59,02/07/2018,979.68,FALSE,26.85555556,0.70507554,6.973
6,A,59,06/08/2018,864.39,FALSE,30.33888889,0.693980309,6.973
6,A,59,03/09/2018,659.68,FALSE,27.86111111,0.6807717,6.973
6,A,59,01/10/2018,722.38,FALSE,21.49444444,0.687640176,7.007
6,A,59,05/11/2018,1868.16,FALSE,15.5,0.710358984,7.007
6,A,59,03/12/2018,4360.18,FALSE,11.27777778,0.715378255,7.007
6,A,59,07/01/2019,1613.45,FALSE,8.766666667,0.786176398,6.858
6,A,60,07/05/2018,0.01,FALSE,23.15555556,0.748928121,7.092
6,A,60,23/07/2018,14,FALSE,28.83333333,0.688961037,6.973
6,A,60,05/11/2018,7,FALSE,15.5,0.710358984,7.007
6,A,60,17/12/2018,7,FALSE,11.24444444,0.757909975,7.007
6,A,60,07/01/2019,7,FALSE,8.766666667,0.786176398,6.858
6,C,60,18/03/2019,61.6,FALSE,18.37222222,0.921432553,6.858
6,A,60,01/04/2019,211.2,FALSE,16.80555556,0.930942751,6.855
6,A,60,03/06/2019,193.6,FALSE,28.89444444,0.977172882,6.855
6,A,60,05/08/2019,360.8,FALSE,33.03333333,0.9732103,6.925
6,A,60,02/09/2019,290.4,FALSE,32.9,0.933320301,6.925
6,A,60,07/10/2019,299.2,FALSE,23.38888889,0.867805601,6.551
6,A,60,03/02/2020,342,FALSE,14.13888889,0.887618514,6.132
6,A,67,05/02/2018,13970.69,FALSE,4.683333333,0.679450839,7.259
6,A,67,05/03/2018,10959.12,FALSE,9.794444444,0.693451964,7.259
6,A,67,02/04/2018,14889.26,FALSE,18.3,0.718284149,7.092
6,A,67,07/05/2018,21880.83,FALSE,23.15555556,0.748928121,7.092
6,A,67,04/06/2018,13448.47,FALSE,26.35555556,0.714585738,7.092
6,C,67,02/07/2018,11609.05,FALSE,26.85555556,0.70507554,6.973
6,A,67,06/08/2018,10022.42,FALSE,30.33888889,0.693980309,6.973
6,A,67,03/09/2018,8404.26,FALSE,27.86111111,0.6807717,6.973
6,A,67,01/10/2018,7835.91,FALSE,21.49444444,0.687640176,7.007
6,A,67,05/11/2018,8997.97,FALSE,15.5,0.710358984,7.007
6,A,67,03/12/2018,11649.81,FALSE,11.27777778,0.715378255,7.007
6,A,67,07/01/2019,6953.59,FALSE,8.766666667,0.786176398,6.858
6,A,71,05/02/2018,9847.07,FALSE,4.683333333,0.679450839,7.259
6,A,71,05/03/2018,6621.04,FALSE,9.794444444,0.693451964,7.259
6,A,71,02/04/2018,5638.56,FALSE,18.3,0.718284149,7.092
6,C,71,07/05/2018,3928.48,FALSE,23.15555556,0.748928121,7.092
6,A,71,04/06/2018,7330.49,FALSE,26.35555556,0.714585738,7.092
6,A,71,02/07/2018,7349.2,FALSE,26.85555556,0.70507554,6.973
6,A,71,06/08/2018,7677.52,FALSE,30.33888889,0.693980309,6.973
6,A,71,03/09/2018,6698.28,FALSE,27.86111111,0.6807717,6.973
6,A,71,01/10/2018,3802.76,FALSE,21.49444444,0.687640176,7.007
6,A,71,05/11/2018,4905.74,FALSE,15.5,0.710358984,7.007
6,A,71,03/12/2018,6675.26,FALSE,11.27777778,0.715378255,7.007
6,A,71,07/01/2019,5665.36,FALSE,8.766666667,0.786176398,6.858
6,A,72,05/02/2018,112279.42,FALSE,4.683333333,0.679450839,7.259
6,A,72,05/03/2018,78699.59,FALSE,9.794444444,0.693451964,7.259
6,A,72,02/04/2018,65701.31,FALSE,18.3,0.718284149,7.092
6,A,72,07/05/2018,64539.11,FALSE,23.15555556,0.748928121,7.092
6,C,72,04/06/2018,83719.72,FALSE,26.35555556,0.714585738,7.092
6,A,72,02/07/2018,85489.51,FALSE,26.85555556,0.70507554,6.973
6,A,72,06/08/2018,75930.54,FALSE,30.33888889,0.693980309,6.973
6,A,72,03/09/2018,70435.72,FALSE,27.86111111,0.6807717,6.973
6,A,72,01/10/2018,64756.84,FALSE,21.49444444,0.687640176,7.007
6,A,72,05/11/2018,62123.71,FALSE,15.5,0.710358984,7.007
6,A,72,03/12/2018,104295.19,FALSE,11.27777778,0.715378255,7.007
6,A,72,07/01/2019,68762.84,FALSE,8.766666667,0.786176398,6.858
6,A,74,05/02/2018,21374.43,FALSE,4.683333333,0.679450839,7.259
6,A,74,05/03/2018,22337.77,FALSE,9.794444444,0.693451964,7.259
6,A,74,02/04/2018,18257.44,FALSE,18.3,0.718284149,7.092
6,A,74,07/05/2018,22628.6,FALSE,23.15555556,0.748928121,7.092
6,A,74,04/06/2018,24388.58,FALSE,26.35555556,0.714585738,7.092
6,A,74,02/07/2018,23205.5,FALSE,26.85555556,0.70507554,6.973
6,A,74,06/08/2018,23885.16,FALSE,30.33888889,0.693980309,6.973
